id,sentence,script_type,char_pinyin_pairs,english_translation,sentence_hsk_level
156,差不多两周John的病才好了。,neutral,差:cha4|不:bu|多:duo1|两:liang3|周:zhou1|John:|的:de|病:bing4|才:cai2|好:hao3|了:le|。:,It took almost two weeks for John to recover.,2
157,我们必须设法打破这个僵局。,simplified,我:wo3|们:men|必:bi4|须:xu1|设:she4|法:fa3|打:da3|破:po4|这:zhe4|个:ge|僵:jiang1|局:ju2|。:,We must find a way to break this deadlock.,7-9
158,十年后，我们的城市将改变许多。,simplified,十:shi2|年:nian2|后:hou4|，:|我:wo3|们:men|的:de|城:cheng2|市:shi4|将:jiang1|改:gai3|变:bian4|许:xu3|多:duo1|。:,Our city will change a lot in ten years.,3
159,你咖啡喝得太多了。,neutral,你:ni3|咖:ka1|啡:fei1|喝:he1|得:de2|太:tai4|多:duo1|了:le|。:,You've had too much coffee.,3
160,我有好几打呢。,neutral,我:wo3|有:you3|好:hao3|几:ji3|打:da3|呢:ne|。:,I have several dozen.,1
161,我无法想象另一个星球上的生物。,neutral,我:wo3|无:wu2|法:fa3|想:xiang3|象:xiang4|另:ling4|一:yi2|个:ge4|星:xing1|球:qiu2|上:shang4|的:de|生:sheng1|物:wu4|。:,I can't imagine creatures on another planet.,4
162,温度计往往低于零度。,simplified,温:wen1|度:du4|计:ji4|往:wang3|往:wang3|低:di1|于:yu2|零:ling2|度:du4|。:,The thermometer often reads below zero.,2
163,要完成实验，三个月太短了。,simplified,要:yao4|完:wan2|成:cheng2|实:shi2|验:yan4|，:|三:san1|个:ge4|月:yue4|太:tai4|短:duan3|了:le|。:,Three months is too short to complete the experiment.,3
164,“这些车是你的吗？”“是的，是我的。”,simplified,“:|这:zhe4|些:xie1|车:che1|是:shi4|你:ni3|的:de|吗:ma|？:|”:|“:|是:shi4|的:de|，:|是:shi4|我:wo3|的:de|。:|”:,"Are these cars yours?"" ""Yes, they are mine.",1
165,我叔叔住在学校附近。,simplified,我:wo3|叔:shu1|叔:shu1|住:zhu4|在:zai4|学:xue2|校:xiao4|附:fu4|近:jin4|。:,My uncle lives near the school.,4
166,去踢足球吧。,neutral,去:qu4|踢:ti1|足:zu2|球:qiu2|吧:ba|。:,Go play soccer.,6
167,合同已经到手了，那就出去庆祝一下吧。,simplified,合:he2|同:tong2|已:yi3|经:jing1|到:dao4|手:shou3|了:le|，:|那:na4|就:jiu4|出:chu1|去:qu4|庆:qing4|祝:zhu4|一:yi1|下:xia4|吧:ba|。:,"The contract is in hand, so let's go celebrate.",3
168,我难以用言语表达我的感情。,simplified,我:wo3|难:nan2|以:yi3|用:yong4|言:yan2|语:yu3|表:biao3|达:da2|我:wo3|的:de|感:gan3|情:qing2|。:,I find it hard to express my feelings in words.,3
169,我无法治愈心碎。,neutral,我:wo3|无:wu2|法:fa3|治:zhi4|愈:yu4|心:xin1|碎:sui4|。:,I can't heal a broken heart.,7-9
170,猫抓住了老鼠。,neutral,猫:mao1|抓:zhua1|住:zhu4|了:le|老:lao3|鼠:shu3|。:,The cat caught the mouse.,5
171,直到那时，他才意识到他已经上当受骗。,simplified,直:zhi2|到:dao4|那:na4|时:shi2|，:|他:ta1|才:cai2|意:yi4|识:shi2|到:dao4|他:ta1|已:yi3|经:jing1|上:shang4|当:dang4|受:shou4|骗:pian4|。:,It was not until then that he realized he had been deceived.,5
172,他的医生建议他戒烟。,simplified,他:ta1|的:de|医:yi1|生:sheng1|建:jian4|议:yi4|他:ta1|戒:jie4|烟:yan1|。:,His doctor advised him to quit smoking.,5
173,我爸爸很忙。,neutral,我:wo3|爸:ba4|爸:ba4|很:hen3|忙:mang2|。:,My dad is very busy.,1
174,他用了一些手段来和Nancy私下交谈。,simplified,他:ta1|用:yong4|了:le|一:yi1|些:xie1|手:shou3|段:duan4|来:lai2|和:he2|Nancy:|私:si1|下:xia4|交:jiao1|谈:tan2|。:,He used some means to talk to Nancy privately.,5
175,把这些座位留给老人。,simplified,把:ba3|这:zhe4|些:xie1|座:zuo4|位:wei4|留:liu2|给:gei3|老:lao3|人:ren2|。:,Leave these seats for the elderly.,3
176,我无法取代她做英语老师。,simplified,我:wo3|无:wu2|法:fa3|取:qu3|代:dai4|她:ta1|做:zuo4|英:ying1|语:yu3|老:lao3|师:shi1|。:,I cannot replace her as the English teacher.,4
177,他们粗心大意，还没意识到危险。,simplified,他:ta1|们:men|粗:cu1|心:xin1|大:da4|意:yi4|，:|还:hai2|没:mei2|意:yi4|识:shi2|到:dao4|危:wei1|险:xian3|。:,They were careless and still hadn't realized the danger.,4
178,她挥着她的手，直到火车消失在视线之外。,simplified,她:ta1|挥:hui1|着:zhe|她:ta1|的:de|手:shou3|，:|直:zhi2|到:dao4|火:huo3|车:che1|消:xiao1|失:shi1|在:zai4|视:shi4|线:xian4|之:zhi1|外:wai4|。:,She waved her hand until the train disappeared from sight.,4
179,当她发现他们还没有学校，她就办了一个。,simplified,当:dang1|她:ta1|发:fa1|现:xian4|他:ta1|们:men|还:hai2|没:mei2|有:you3|学:xue2|校:xiao4|，:|她:ta1|就:jiu4|办:ban4|了:le|一:yi2|个:ge4|。:,"When she found out they didn't have a school, she started one.",2
180,谢谢你的答复。,simplified,谢:xie4|谢:xie4|你:ni3|的:de|答:da2|复:fu4|。:,Thank you for your response.,2
181,Jack买不起新自行车。,simplified,Jack:|买:mai3|不:bu4|起:qi3|新:xin1|自:zi4|行:xing2|车:che1|。:,Jack can't afford a new bicycle.,2
182,他寻找一切可能的逃生途径。,simplified,他:ta1|寻:xun2|找:zhao3|一:yi1|切:qie4|可:ke3|能:neng2|的:de|逃:tao2|生:sheng1|途:tu2|径:jing4|。:,He is looking for every possible escape route.,6
183,对严格限制经济的批评蜂拥而来。,simplified,对:dui4|严:yan2|格:ge2|限:xian4|制:zhi4|经:jing1|济:ji4|的:de|批:pi1|评:ping2|蜂:feng1|拥:yong1|而:er2|来:lai2|。:,Criticism of the strict economic restrictions is pouring in.,7-9
184,这药创造了奇迹。,simplified,这:zhe4|药:yao4|创:chuang4|造:zao4|了:le|奇:qi2|迹:ji4|。:,This medicine worked wonders.,7-9
185,你最好打消这么可笑的念头。,neutral,你:ni3|最:zui4|好:hao3|打:da3|消:xiao1|这:zhe4|么:me|可:ke3|笑:xiao4|的:de|念:nian4|头:tou|。:,You'd better dismiss such a ridiculous idea.,3
186,我看见一个长头发的女生。,simplified,我:wo3|看:kan4|见:jian4|一:yi2|个:ge4|长:chang2|头:tou2|发:fa4|的:de|女:nv3|生:sheng1|。:,I saw a girl with long hair.,2
187,外交谈判帮助结束了冲突。,simplified,外:wai4|交:jiao1|谈:tan2|判:pan4|帮:bang1|助:zhu4|结:jie2|束:shu4|了:le|冲:chong1|突:tu1|。:,Diplomatic negotiations helped end the conflict.,4
188,我发现了我爸爸收藏了30年的报纸。,simplified,我:wo3|发:fa1|现:xian4|了:le|我:wo3|爸:ba4|爸:ba4|收:shou1|藏:cang2|了:le|30:|年:nian2|的:de|报:bao4|纸:zhi3|。:,I discovered my dad has been collecting newspapers for 30 years.,6
189,如何克服日元升高是个大问题。,simplified,如:ru2|何:he2|克:ke4|服:fu2|日:ri4|元:yuan2|升:sheng1|高:gao1|是:shi4|个:ge4|大:da4|问:wen4|题:ti2|。:,How to overcome the rising yen is a big issue.,3
190,你想走的时候就走吧。,neutral,你:ni3|想:xiang3|走:zou3|的:de|时:shi2|候:hou4|就:jiu4|走:zou3|吧:ba|。:,You can leave whenever you want.,1
191,他们在画展上授予了她一等奖。,simplified,他:ta1|们:men|在:zai4|画:hua4|展:zhan3|上:shang4|授:shou4|予:yu3|了:le|她:ta1|一:yi4|等:deng3|奖:jiang3|。:,They awarded her first prize at the art exhibition.,6
192,你可以骑上我的摩托车去遛一圈。,simplified,你:ni3|可:ke3|以:yi3|骑:qi2|上:shang4|我:wo3|的:de|摩:mo2|托:tuo1|车:che1|去:qu4|遛:liu2|一:yi1|圈:quan1|。:,You can take my motorcycle for a ride.,7-9
193,他给我们讲了一个有趣的故事，我们都笑了起来。,simplified,他:ta1|给:gei3|我:wo3|们:men|讲:jiang3|了:le|一:yi2|个:ge4|有:you3|趣:qu4|的:de|故:gu4|事:shi4|，:|我:wo3|们:men|都:dou1|笑:xiao4|了:le|起:qi3|来:lai2|。:,"He told us an interesting story, and we all laughed.",4
194,如何料理黑鲷：做刺身是最好吃的。,simplified,如:ru2|何:he2|料:liao4|理:li3|黑:hei1|鲷:diao1|：:|做:zuo4|刺:ci4|身:shen1|是:shi4|最:zui4|好:hao3|吃:chi1|的:de|。:,How to prepare black sea bream: sashimi is the best way to enjoy it.,beyond-hsk
195,让我们来澄清一下这个问题。,simplified,让:rang4|我:wo3|们:men|来:lai2|澄:cheng2|清:qing1|一:yi1|下:xia4|这:zhe4|个:ge|问:wen4|题:ti2|。:,Let's clarify this issue.,7-9
196,别忘了在你的信上贴张邮票。,simplified,别:bie2|忘:wang4|了:le|在:zai4|你:ni3|的:de|信:xin4|上:shang4|贴:tie1|张:zhang1|邮:you2|票:piao4|。:,Don't forget to put a stamp on your letter.,4
197,我的生意终于走上了正轨。,simplified,我:wo3|的:de|生:sheng1|意:yi4|终:zhong1|于:yu2|走:zou3|上:shang4|了:le|正:zheng4|轨:gui3|。:,My business has finally gotten on track.,6
198,如果你需要笔的话，我借你一支。,simplified,如:ru2|果:guo3|你:ni3|需:xu1|要:yao4|笔:bi3|的:de|话:hua4|，:|我:wo3|借:jie4|你:ni3|一:yi1|支:zhi1|。:,"If you need a pen, I can lend you one.",3
199,我要回房间了，在那儿我可以学习。,simplified,我:wo3|要:yao4|回:hui2|房:fang2|间:jian1|了:le|，:|在:zai4|那:na4|儿:er2|我:wo3|可:ke3|以:yi3|学:xue2|习:xi2|。:,"I'm going back to my room, where I can study.",2
200,照这样的情况，很抱歉，我不能接受你的盛情邀请。,simplified,照:zhao4|这:zhe4|样:yang4|的:de|情:qing2|况:kuang4|，:|很:hen3|抱:bao4|歉:qian4|，:|我:wo3|不:bu4|能:neng2|接:jie1|受:shou4|你:ni3|的:de|盛:sheng4|情:qing2|邀:yao1|请:qing3|。:,"Given the circumstances, I'm sorry, but I can't accept your generous invitation.",6
201,在一天之内完成它几乎是不可能的。,neutral,在:zai4|一:yi1|天:tian1|之:zhi1|内:nei4|完:wan2|成:cheng2|它:ta1|几:ji1|乎:hu1|是:shi4|不:bu4|可:ke3|能:neng2|的:de|。:,It's almost impossible to finish it in one day.,4
202,接下来该采取什么行动就交给你了。,simplified,接:jie1|下:xia4|来:lai2|该:gai1|采:cai3|取:qu3|什:shen2|么:me|行:xing2|动:dong4|就:jiu4|交:jiao1|给:gei3|你:ni3|了:le|。:,The next steps are up to you.,3
203,老师给我们布置了家庭作业。,simplified,老:lao3|师:shi1|给:gei3|我:wo3|们:men|布:bu4|置:zhi4|了:le|家:jia1|庭:ting2|作:zuo4|业:ye4|。:,The teacher assigned us homework.,4
204,我们看着这孩子玩耍。,simplified,我:wo3|们:men|看:kan4|着:zhe|这:zhe4|孩:hai2|子:zi|玩:wan2|耍:shua3|。:,We watched the child play.,7-9
205,你开始学习英语了吗？,simplified,你:ni3|开:kai1|始:shi3|学:xue2|习:xi2|英:ying1|语:yu3|了:le|吗:ma|？:,Have you started learning English?,3
206,它们是瓜。,simplified,它:ta1|们:men|是:shi4|瓜:gua1|。:,They are melons.,4
207,你走了，我们都会想你的。,simplified,你:ni3|走:zou3|了:le|，:|我:wo3|们:men|都:dou1|会:hui4|想:xiang3|你:ni3|的:de|。:,We will all miss you when you leave.,1
208,电视的优点在于它给体育爱好者提供了更大的方便。,simplified,电:dian4|视:shi4|的:de|优:you1|点:dian3|在:zai4|于:yu2|它:ta1|给:gei3|体:ti3|育:yu4|爱:ai4|好:hao4|者:zhe3|提:ti2|供:gong1|了:le|更:geng4|大:da4|的:de|方:fang1|便:bian4|。:,The advantage of television is that it provides greater convenience for sports fans.,4
209,我没有拜访他，因为我感冒了。,simplified,我:wo3|没:mei2|有:you3|拜:bai4|访:fang3|他:ta1|，:|因:yin1|为:wei4|我:wo3|感:gan3|冒:mao4|了:le|。:,I didn't visit him because I caught a cold.,5
210,乘公交车费时。,simplified,乘:cheng2|公:gong1|交:jiao1|车:che1|费:fei4|时:shi2|。:,Taking the bus is time-consuming.,5
211,由于火车延误，我迟到了。,simplified,由:you2|于:yu2|火:huo3|车:che1|延:yan2|误:wu4|，:|我:wo3|迟:chi2|到:dao4|了:le|。:,I was late due to the train delay.,4
212,他还没来。他肯定错过公交车了。,simplified,他:ta1|还:hai2|没:mei2|来:lai2|。:|他:ta1|肯:ken3|定:ding4|错:cuo4|过:guo4|公:gong1|交:jiao1|车:che1|了:le|。:,He hasn't arrived yet. He must have missed the bus.,5
213,这种款式的帽子现在很流行。,simplified,这:zhe4|种:zhong3|款:kuan3|式:shi4|的:de|帽:mao4|子:zi|现:xian4|在:zai4|很:hen3|流:liu2|行:xing2|。:,This style of hat is very popular right now.,5
214,其他的一切都好。,neutral,其:qi2|他:ta1|的:de|一:yi1|切:qie4|都:dou1|好:hao3|。:,Everything else is fine.,3
215,你可以想象在月球上行走吗？,simplified,你:ni3|可:ke3|以:yi3|想:xiang3|象:xiang4|在:zai4|月:yue4|球:qiu2|上:shang4|行:xing2|走:zou3|吗:ma|？:,Can you imagine walking on the moon?,3
216,你会溜冰吗？,simplified,你:ni3|会:hui4|溜:liu1|冰:bing1|吗:ma|？:,Can you skate?,7-9
217,他有可能赢得比赛。,simplified,他:ta1|有:you3|可:ke3|能:neng2|赢:ying2|得:de2|比:bi3|赛:sai4|。:,He has a chance to win the competition.,3
218,这件事至关重要。,simplified,这:zhe4|件:jian4|事:shi4|至:zhi4|关:guan1|重:zhong4|要:yao4|。:,This matter is crucial.,3
219,不要拉我的腿！,neutral,不:bu2|要:yao4|拉:la1|我:wo3|的:de|腿:tui3|！:,Don't pull my leg!,2
220,我无法相信自己的眼睛。,neutral,我:wo3|无:wu2|法:fa3|相:xiang1|信:xin4|自:zi4|己:ji3|的:de|眼:yan3|睛:jing1|。:,I can't believe my eyes.,4
221,我去听他的演讲去晚了。,simplified,我:wo3|去:qu4|听:ting1|他:ta1|的:de|演:yan3|讲:jiang3|去:qu4|晚:wan3|了:le|。:,I arrived late to hear his speech.,3
222,你考虑周到，没有打扰我们。,simplified,你:ni3|考:kao3|虑:lv4|周:zhou1|到:dao4|，:|没:mei2|有:you3|打:da3|扰:rao3|我:wo3|们:men|。:,You were considerate and didn't disturb us.,5
223,这件事他铭记于心。,simplified,这:zhe4|件:jian4|事:shi4|他:ta1|铭:ming2|记:ji4|于:yu2|心:xin1|。:,He remembers this matter deeply.,7-9
224,这本书对你来说读起来太难了。,simplified,这:zhe4|本:ben3|书:shu1|对:dui4|你:ni3|来:lai2|说:shuo1|读:du2|起:qi3|来:lai2|太:tai4|难:nan2|了:le|。:,This book is too difficult for you to read.,1
225,我什么都不想喝。,neutral,我:wo3|什:shen2|么:me|都:dou1|不:bu4|想:xiang3|喝:he1|。:,I don't want to drink anything.,1
226,一块岩石从上面落下。,neutral,一:yi1|块:kuai4|岩:yan2|石:shi2|从:cong2|上:shang4|面:mian4|落:la4|下:xia4|。:,A rock fell from above.,7-9
227,我头痛。,neutral,我:wo3|头:tou2|痛:tong4|。:,I have a headache.,3
228,布什继里根之后当上了总统。,simplified,布:bu4|什:shen2|继:ji4|里:li3|根:gen1|之:zhi1|后:hou4|当:dang1|上:shang4|了:le|总:zong3|统:tong3|。:,Bush became president after Reagan.,4
229,他的努力没有成果。,neutral,他:ta1|的:de|努:nu3|力:li4|没:mei2|有:you3|成:cheng2|果:guo3|。:,His efforts did not yield results.,2
230,今天刮冷风。,neutral,今:jin1|天:tian1|刮:gua1|冷:leng3|风:feng1|。:,It's windy and cold today.,6
231,你在撒谎。,simplified,你:ni3|在:zai4|撒:sa1|谎:huang3|。:,You are lying.,7-9
232,自助者天助。,neutral,自:zi4|助:zhu4|者:zhe3|天:tian1|助:zhu4|。:,God helps those who help themselves.,2
233,和你的车比起来，我的车很小。,simplified,和:he2|你:ni3|的:de|车:che1|比:bi3|起:qi3|来:lai2|，:|我:wo3|的:de|车:che1|很:hen3|小:xiao3|。:,My car is small compared to yours.,1
234,他很年轻，更重要的是，他很帅。,simplified,他:ta1|很:hen3|年:nian2|轻:qing1|，:|更:geng4|重:zhong4|要:yao4|的:de|是:shi4|，:|他:ta1|很:hen3|帅:shuai4|。:,"He is young, and more importantly, he is handsome.",4
235,和她争辩是没用的。,simplified,和:he2|她:ta1|争:zheng1|辩:bian4|是:shi4|没:mei2|用:yong4|的:de|。:,It's useless to argue with her.,4
236,太可惜了！,neutral,太:tai4|可:ke3|惜:xi1|了:le|！:,What a pity!,5
237,听到她成功的消息，他很高兴。,simplified,听:ting1|到:dao4|她:ta1|成:cheng2|功:gong1|的:de|消:xiao1|息:xi1|，:|他:ta1|很:hen3|高:gao1|兴:xing4|。:,He was happy to hear the news of her success.,3
238,男孩们窃窃私语，我知道他们准备做些什么。,simplified,男:nan2|孩:hai2|们:men|窃:qie4|窃:qie4|私:si1|语:yu3|，:|我:wo3|知:zhi1|道:dao4|他:ta1|们:men|准:zhun3|备:bei4|做:zuo4|些:xie1|什:shen2|么:me|。:,"The boys are whispering, and I know what they are planning to do.",7-9
239,我要预订一间6月3日的单人房。,simplified,我:wo3|要:yao4|预:yu4|订:ding4|一:yi1|间:jian1|6:|月:yue4|3:|日:ri4|的:de|单:dan1|人:ren2|房:fang2|。:,I want to book a single room for June 3rd.,3
240,请帮我找一下我的钱包。,simplified,请:qing3|帮:bang1|我:wo3|找:zhao3|一:yi1|下:xia4|我:wo3|的:de|钱:qian2|包:bao1|。:,Please help me find my wallet.,1
241,她给我讲了一个有趣的故事。,simplified,她:ta1|给:gei3|我:wo3|讲:jiang3|了:le|一:yi2|个:ge4|有:you3|趣:qu4|的:de|故:gu4|事:shi4|。:,She told me an interesting story.,4
242,他登上了前往洛杉矶的飞机。,simplified,他:ta1|登:deng1|上:shang4|了:le|前:qian2|往:wang3|洛:luo4|杉:shan1|矶:ji1|的:de|飞:fei1|机:ji1|。:,He boarded the plane to Los Angeles.,beyond-hsk
243,什么时候开始？,neutral,什:shen2|么:me|时:shi2|候:hou4|开:kai1|始:shi3|？:,When does it start?,3
244,他儿子小时候就死于癌症了。,neutral,他:ta1|儿:er2|子:zi|小:xiao3|时:shi2|候:hou4|就:jiu4|死:si3|于:yu2|癌:ai2|症:zheng4|了:le|。:,His son died of cancer when he was young.,7-9
245,这本书有精美的插图。,simplified,这:zhe4|本:ben3|书:shu1|有:you3|精:jing1|美:mei3|的:de|插:cha1|图:tu2|。:,This book has beautiful illustrations.,5
246,她和她妹妹一样亲切。,simplified,她:ta1|和:he2|她:ta1|妹:mei4|妹:mei4|一:yi1|样:yang4|亲:qin1|切:qie4|。:,She is as kind as her sister.,3
247,随着时间的推移，比赛增加了规则以使之更安全。,simplified,随:sui2|着:zhe|时:shi2|间:jian1|的:de|推:tui1|移:yi2|，:|比:bi3|赛:sai4|增:zeng1|加:jia1|了:le|规:gui1|则:ze2|以:yi3|使:shi3|之:zhi1|更:geng4|安:an1|全:quan2|。:,"Over time, the competition added rules to make it safer.",4
248,他看上去是一个十足的绅士。,simplified,他:ta1|看:kan4|上:shang4|去:qu4|是:shi4|一:yi2|个:ge4|十:shi2|足:zu2|的:de|绅:shen1|士:shi4|。:,He looks like a true gentleman.,7-9
249,金子比水重得多。,neutral,金:jin1|子:zi|比:bi3|水:shui3|重:zhong4|得:de2|多:duo1|。:,Gold is much heavier than water.,3
250,我们的任务到目前为止很轻松，但从现在开始将会变得很难。,simplified,我:wo3|们:men|的:de|任:ren4|务:wu4|到:dao4|目:mu4|前:qian2|为:wei2|止:zhi3|很:hen3|轻:qing1|松:song1|，:|但:dan4|从:cong2|现:xian4|在:zai4|开:kai1|始:shi3|将:jiang1|会:hui4|变:bian4|得:de2|很:hen3|难:nan2|。:,"Our task has been easy so far, but it will become difficult from now on.",4
251,你自己拿蛋糕吃吧。,neutral,你:ni3|自:zi4|己:ji3|拿:na2|蛋:dan4|糕:gao1|吃:chi1|吧:ba|。:,You can take the cake yourself.,5
252,他给我讲述了他的一生。,simplified,他:ta1|给:gei3|我:wo3|讲:jiang3|述:shu4|了:le|他:ta1|的:de|一:yi1|生:sheng1|。:,He told me about his life.,4
253,事故耽误了我们半小时。,simplified,事:shi4|故:gu4|耽:dan1|误:wu4|了:le|我:wo3|们:men|半:ban4|小:xiao3|时:shi2|。:,The accident delayed us by half an hour.,7-9
254,这种秘密总有一天会被揭露的。,simplified,这:zhe4|种:zhong3|秘:mi4|密:mi4|总:zong3|有:you3|一:yi1|天:tian1|会:hui4|被:bei4|揭:jie1|露:lu4|的:de|。:,This kind of secret will be revealed one day.,6
