id,sentence,script_type
713,我们觉得他的威胁只是一个玩笑。,simplified
714,过去我们每个周末都去溜冰。,simplified
715,我家附近有个漂亮的公园。,neutral
716,如果不是因为有你的帮助，我不可能完成了这个工作。,simplified
717,字典上写的不总是对的。,simplified
718,Donna是含着金钥匙出生的。,simplified
719,我以前从没见过她。,simplified
720,澳洲比南美洲小。,neutral
721,如果我是你，我也会这么做。,neutral
722,晚上好。,neutral
723,这条连衣裙很便宜。,simplified
724,她教我如何游泳。,neutral
725,为什么你昨晚睡不着？,simplified
726,他善用他的天赋。,simplified
727,许多工人死于饥饿。,simplified
728,她非常周到和耐心。,neutral
729,你是我的一切。,neutral
730,目前，我妹妹在一家超市当收银员。,simplified
731,她邀请我们去她的生日派对。,simplified
732,她忙着编织。,simplified
733,鞋是皮制的。,neutral
734,他很难写他的名字。,simplified
735,我会在5点左右打电话给你。,simplified
736,我妹妹嫁给了一个医生。,simplified
737,不要往我房间里看。,simplified
738,他们说她是在德国出生的。,simplified
739,你累了，不是吗？,simplified
740,我爸爸坚持要我去那地方看看。,simplified
741,她一整晚都在哭。,neutral
742,他半夜打了个电话给我。,simplified
743,他的性情古怪。,neutral
744,有些人喜欢海，还有些人更喜欢山。,neutral
745,飞行愉快！,simplified
746,学校因大雪停课一天。,simplified
747,他们有他们自己的文化。,simplified
748,凡人皆有得意时。,neutral
749,我每时每刻都在为你而活。,simplified
750,他各科全优。,neutral
751,风刮得太猛，他们没法在公园里玩了。,simplified
752,不要插手我的事。,neutral
753,我怕你没法跟她结婚。,simplified
754,大学在20年前由他的父亲建立。,simplified
755,“等他回来，我要让他给你打电话吗？”“是的，谢谢。”,simplified
756,他的兴趣爱好是收集旧邮票。,simplified
757,他刚离开家。,simplified
758,再试也无济于事了。,simplified
759,派对延期了一周。,neutral
760,水沸腾后变为蒸汽。,simplified
761,他说他没有进房间，那是骗人的。,simplified
762,我听到这个消息很惊讶。,simplified
763,这位是安田先生。,neutral
764,我五点到你家来接你。,simplified
765,这些天我的视力正在变差。,simplified
766,我对他的态度变了。,simplified
767,我去公园散了步。,neutral
768,他这么说很奇怪。,simplified
769,这周放什么电影？,neutral
770,健康与运动及节制密不可分。,simplified
771,我现在在上班，所以晚点打给你。,simplified
772,我同意。,neutral
773,他迟早会回来的。,simplified
774,想吃多少饼干就吃多少。,simplified
775,狗的嗅觉灵敏。,simplified
776,似乎很便宜。,neutral
777,死刑在美国的很多州都被废除了。,simplified
778,我学英语学了4年了。,simplified
779,请把姓名和地址告诉我。,simplified
780,这封信寄错地方了。,simplified
781,你必须在天黑前回来。,simplified
782,一个丑男人敲了我的门。,simplified
783,清心的人有福了。,neutral
784,日本的首都是东京。,simplified
785,服务生，我要点菜。,simplified
786,我们正要进房间。,simplified
787,万一你生病了，吃这个药。,simplified
788,现在是行动的时候了。,simplified
789,没有空气，人无法存在。,neutral
790,昨天是我17岁生日。,neutral
791,世界末日是什么时候？,neutral
792,我肯定他会成功的。,neutral
793,我想去西雅图。,neutral
794,左上角的那个动物是条龙。,simplified
795,遭受心脏病困扰的人数增加了。,simplified
796,这个消息预示着什么？,simplified
797,你能用这台相机帮我们拍张照吗？,simplified
798,一个从俄勒冈州来的朋友，布朗先生明天会来拜访我们。,simplified
799,孩子给他刚死了的狗挖了个坟。,simplified
800,成千上万的人对这个广告很失望。,neutral
801,酸会和金属物质起化学反应。,simplified
802,他们一直爬到悬崖顶上。,simplified
803,我的电视机出故障了，所以我不得不拿去修。,simplified
804,他从英国来。,simplified
805,大家都知道她的英语说得很好。,simplified
806,他们都是好老师。,simplified
807,我该取消通话吗?,simplified
808,我爸爸去世有10年了。,neutral
809,援救人员为了找到孩子，仔细搜索了那个区域。,simplified
810,做运动有利于健康。,simplified
811,我能用一下你的字典吗？,simplified
812,我也碰到过和你一样的问题。,simplified
813,他无法辨别真伪。,simplified
814,他们在加利福尼亚种橙子。,simplified
815,我尽量留着胃吃甜点。,neutral
816,我们估计能在两周内到那个地方。,simplified
817,你们自己吃蛋糕。,simplified
818,由于产量过剩，卷心菜的价格下降了。,simplified
819,他总喝他的黑咖啡。,simplified
820,Davis先生看上去很累。,neutral
821,这张书桌是木制的。,simplified
822,我今天有空。,neutral
823,我们走开的时候，房子被盗窃了。,simplified
824,音乐是人类共通的语言。,simplified
825,他们就快从香港抵达了。,simplified
826,他怎么敢拆我的信！,neutral
827,他向那位女士问好。,simplified
828,母亲很担心孩子。,simplified
829,如果他当时再努力一点，他就成功了。,neutral
830,尽量试着用好你的时间。,simplified
831,比起歌舞伎，我更喜欢能乐表演，因为我觉得后者比前者优雅。,simplified
832,我看不出有其他方法能让他接受我们的提议。,simplified
833,你可以买你喜欢的那个，而不是两个都买。,simplified
834,这句句子的意思模棱两可。,neutral
835,晚饭后，我总想睡觉。,simplified
836,他去美国学医了。,simplified
837,这显然是今年出版的最好的小说。,simplified
838,人们相信鲸有他们自己的语言。,simplified
839,她班上大约有40个学生。,simplified
840,请别在这里拍照。,simplified
841,每月发工资的那天，我给我妈5000日元。,simplified
842,我们应该告诉孩子怎么保护自己。,simplified
843,我认识她两年了。,simplified
844,你得在涉谷换乘火车。,simplified
845,让我进去。,simplified
846,你很快就会习惯吃日本料理了。,simplified
847,我有很多朋友帮我。,neutral
848,我们班有四十个学生。,simplified
849,东京是一个很大的城市。,simplified
850,旅行最快的方式是乘飞机。,simplified
851,在城市里行驶的车辆数量增加了。,simplified
852,她老是吹嘘自己是个游泳健将。,simplified
853,你准备待多久？,simplified
854,番茄容易遭受很多病害。,neutral
855,我妹妹目前不学习。,simplified
856,我在想哪个跑步运动员会跑第一。,simplified
857,我爸爸不喜欢足球。,neutral
858,你昨天早上在打网球吗？,simplified
859,我能用一下你的铅笔吗？,simplified
860,你明早7点来接我吗？,simplified
861,秋天树叶会掉落。,simplified
862,我听了，但什么也没听到。,neutral
863,警察大概从一个月前就开始找被偷物品了。,neutral
864,他睡着的时候，打呼声很响。,neutral
865,去那个村庄的唯一途径是过河。,simplified
866,书桌上有几本书。,simplified
867,他以牺牲自己的健康为代价完成了这项工作。,simplified
868,把问题澄清一下。,simplified
869,这本书我能借多久？,simplified
870,我爸爸是哈佛大学毕业的。,simplified
871,她拿了其中一个玻璃花瓶。,neutral
872,他有花不完的钱。,simplified
873,我起来的时候天还是黑的呢。,simplified
874,我们早点走不是更好吗？,simplified
875,你听得见吗？,simplified
876,3的三次方等于27。,neutral
877,我认识那个坐得最靠近门的男孩。,simplified
878,她酷爱打网球。,simplified
879,如果明天下雨，我就待在家。,neutral
880,她上飞机前，给我招了招手。,simplified
881,我尽快需要。,neutral
882,天气又冷又湿。,simplified
883,学生不该忽略自己的身份。,simplified
884,要做蛋糕，你要用到鸡蛋，黄油和糖。,simplified
885,我们过去常在公园玩。,simplified
886,比起出门，我更喜欢待在家。,simplified
887,这本书谁想要就给谁吧。,simplified
888,我对纽约了如指掌。,simplified
889,许多年轻女孩喜欢这个歌手。,simplified
890,你昨天看到的那个男人是我叔叔。,neutral
891,我们需要的是帮助。,simplified
892,那个男人，就是他的孩子很友好的那个.,neutral
893,记者租了间很贵的房。,simplified
894,那就是那台他用来写文章的电脑。,simplified
895,他有个很有意思但很费功夫的工作。,simplified
896,他为一份印刷量很大的报纸工作。,simplified
897,那个写的文章让你很感兴趣的记者是我的邻居。,simplified
898,我怀孕了。,neutral
899,不管我跟她说了多少次，她还是继续犯同样的错误。,simplified
900,他们过着和平的生活。,simplified
901,他希望已经成功了。,simplified
902,他英勇的行为带给了他光荣。,simplified
903,她不但漂亮，而且聪明。,simplified
904,我有两本英语书。,simplified
905,你有几本书?,simplified
906,一年有十二个月。,neutral
907,王小明和旺月两个人都是我的好朋友。,neutral
