id,sentence,script_type,char_pinyin_pairs
180,谢谢你的答复。,simplified,谢:xie4|谢:xie4|你:ni3|的:de|答:da2|复:fu4|。:
181,Jack买不起新自行车。,simplified,Jack:|买:mai3|不:bu4|起:qi3|新:xin1|自:zi4|行:xing2|车:che1|。:
182,他寻找一切可能的逃生途径。,simplified,他:ta1|寻:xun2|找:zhao3|一:yi1|切:qie4|可:ke3|能:neng2|的:de|逃:tao2|生:sheng1|途:tu2|径:jing4|。:
183,对严格限制经济的批评蜂拥而来。,simplified,对:dui4|严:yan2|格:ge2|限:xian4|制:zhi4|经:jing1|济:ji4|的:de|批:pi1|评:ping2|蜂:feng1|拥:yong1|而:er2|来:lai2|。:
184,这药创造了奇迹。,simplified,这:zhe4|药:yao4|创:chuang4|造:zao4|了:le|奇:qi2|迹:ji4|。:
185,你最好打消这么可笑的念头。,neutral,你:ni3|最:zui4|好:hao3|打:da3|消:xiao1|这:zhe4|么:me|可:ke3|笑:xiao4|的:de|念:nian4|头:tou|。:
186,我看见一个长头发的女生。,simplified,我:wo3|看:kan4|见:jian4|一:yi2|个:ge4|长:zhang3|头:tou2|发:fa4|的:de|女:nv3|生:sheng1|。:
187,外交谈判帮助结束了冲突。,simplified,外:wai4|交:jiao1|谈:tan2|判:pan4|帮:bang1|助:zhu4|结:jie2|束:shu4|了:le|冲:chong1|突:tu1|。:
188,我发现了我爸爸收藏了30年的报纸。,simplified,我:wo3|发:fa1|现:xian4|了:le|我:wo3|爸:ba4|爸:ba4|收:shou1|藏:cang2|了:le|30:|年:nian2|的:de|报:bao4|纸:zhi3|。:
189,如何克服日元升高是个大问题。,simplified,如:ru2|何:he2|克:ke4|服:fu2|日:ri4|元:yuan2|升:sheng1|高:gao1|是:shi4|个:ge4|大:da4|问:wen4|题:ti2|。:
190,你想走的时候就走吧。,neutral,你:ni3|想:xiang3|走:zou3|的:de|时:shi2|候:hou4|就:jiu4|走:zou3|吧:ba|。:
191,他们在画展上授予了她一等奖。,simplified,他:ta1|们:men|在:zai4|画:hua4|展:zhan3|上:shang4|授:shou4|予:yu3|了:le|她:ta1|一:yi4|等:deng3|奖:jiang3|。:
192,你可以骑上我的摩托车去遛一圈。,simplified,你:ni3|可:ke3|以:yi3|骑:qi2|上:shang4|我:wo3|的:de|摩:mo2|托:tuo1|车:che1|去:qu4|遛:liu2|一:yi1|圈:quan1|。:
193,他给我们讲了一个有趣的故事，我们都笑了起来。,simplified,他:ta1|给:gei3|我:wo3|们:men|讲:jiang3|了:le|一:yi2|个:ge4|有:you3|趣:qu4|的:de|故:gu4|事:shi4|，:|我:wo3|们:men|都:dou1|笑:xiao4|了:le|起:qi3|来:lai2|。:
194,如何料理黑鲷：做刺身是最好吃的。,simplified,如:ru2|何:he2|料:liao4|理:li3|黑:hei1|鲷:diao1|：:|做:zuo4|刺:ci4|身:shen1|是:shi4|最:zui4|好:hao3|吃:chi1|的:de|。:
195,让我们来澄清一下这个问题。,simplified,让:rang4|我:wo3|们:men|来:lai2|澄:cheng2|清:qing1|一:yi1|下:xia4|这:zhe4|个:ge|问:wen4|题:ti2|。:
196,别忘了在你的信上贴张邮票。,simplified,别:bie2|忘:wang4|了:le|在:zai4|你:ni3|的:de|信:xin4|上:shang4|贴:tie1|张:zhang1|邮:you2|票:piao4|。:
197,我的生意终于走上了正轨。,simplified,我:wo3|的:de|生:sheng1|意:yi4|终:zhong1|于:yu2|走:zou3|上:shang4|了:le|正:zheng4|轨:gui3|。:
198,如果你需要笔的话，我借你一支。,simplified,如:ru2|果:guo3|你:ni3|需:xu1|要:yao4|笔:bi3|的:de|话:hua4|，:|我:wo3|借:jie4|你:ni3|一:yi1|支:zhi1|。:
199,我要回房间了，在那儿我可以学习。,simplified,我:wo3|要:yao4|回:hui2|房:fang2|间:jian1|了:le|，:|在:zai4|那:na4|儿:er2|我:wo3|可:ke3|以:yi3|学:xue2|习:xi2|。:
200,照这样的情况，很抱歉，我不能接受你的盛情邀请。,simplified,照:zhao4|这:zhe4|样:yang4|的:de|情:qing2|况:kuang4|，:|很:hen3|抱:bao4|歉:qian4|，:|我:wo3|不:bu4|能:neng2|接:jie1|受:shou4|你:ni3|的:de|盛:sheng4|情:qing2|邀:yao1|请:qing3|。:
201,在一天之内完成它几乎是不可能的。,neutral,在:zai4|一:yi1|天:tian1|之:zhi1|内:nei4|完:wan2|成:cheng2|它:ta1|几:ji1|乎:hu1|是:shi4|不:bu4|可:ke3|能:neng2|的:de|。:
202,接下来该采取什么行动就交给你了。,simplified,接:jie1|下:xia4|来:lai2|该:gai1|采:cai3|取:qu3|什:shen2|么:me|行:xing2|动:dong4|就:jiu4|交:jiao1|给:gei3|你:ni3|了:le|。:
203,老师给我们布置了家庭作业。,simplified,老:lao3|师:shi1|给:gei3|我:wo3|们:men|布:bu4|置:zhi4|了:le|家:jia1|庭:ting2|作:zuo4|业:ye4|。:
204,我们看着这孩子玩耍。,simplified,我:wo3|们:men|看:kan4|着:zhe|这:zhe4|孩:hai2|子:zi|玩:wan2|耍:shua3|。:
205,你开始学习英语了吗？,simplified,你:ni3|开:kai1|始:shi3|学:xue2|习:xi2|英:ying1|语:yu3|了:le|吗:ma|？:
206,它们是瓜。,simplified,它:ta1|们:men|是:shi4|瓜:gua1|。:
207,你走了，我们都会想你的。,simplified,你:ni3|走:zou3|了:le|，:|我:wo3|们:men|都:dou1|会:hui4|想:xiang3|你:ni3|的:de|。:
208,电视的优点在于它给体育爱好者提供了更大的方便。,simplified,电:dian4|视:shi4|的:de|优:you1|点:dian3|在:zai4|于:yu2|它:ta1|给:gei3|体:ti3|育:yu4|爱:ai4|好:hao4|者:zhe3|提:ti2|供:gong1|了:le|更:geng4|大:da4|的:de|方:fang1|便:bian4|。:
209,我没有拜访他，因为我感冒了。,simplified,我:wo3|没:mei2|有:you3|拜:bai4|访:fang3|他:ta1|，:|因:yin1|为:wei4|我:wo3|感:gan3|冒:mao4|了:le|。:
210,乘公交车费时。,simplified,乘:cheng2|公:gong1|交:jiao1|车:che1|费:fei4|时:shi2|。:
211,由于火车延误，我迟到了。,simplified,由:you2|于:yu2|火:huo3|车:che1|延:yan2|误:wu4|，:|我:wo3|迟:chi2|到:dao4|了:le|。:
212,他还没来。他肯定错过公交车了。,simplified,他:ta1|还:hai2|没:mei2|来:lai2|。:|他:ta1|肯:ken3|定:ding4|错:cuo4|过:guo4|公:gong1|交:jiao1|车:che1|了:le|。:
213,这种款式的帽子现在很流行。,simplified,这:zhe4|种:zhong3|款:kuan3|式:shi4|的:de|帽:mao4|子:zi|现:xian4|在:zai4|很:hen3|流:liu2|行:xing2|。:
214,其他的一切都好。,neutral,其:qi2|他:ta1|的:de|一:yi1|切:qie4|都:dou1|好:hao3|。:
215,你可以想象在月球上行走吗？,simplified,你:ni3|可:ke3|以:yi3|想:xiang3|象:xiang4|在:zai4|月:yue4|球:qiu2|上:shang4|行:xing2|走:zou3|吗:ma|？:
216,你会溜冰吗？,simplified,你:ni3|会:hui4|溜:liu1|冰:bing1|吗:ma|？:
217,他有可能赢得比赛。,simplified,他:ta1|有:you3|可:ke3|能:neng2|赢:ying2|得:de2|比:bi3|赛:sai4|。:
218,这件事至关重要。,simplified,这:zhe4|件:jian4|事:shi4|至:zhi4|关:guan1|重:zhong4|要:yao4|。:
219,不要拉我的腿！,neutral,不:bu2|要:yao4|拉:la1|我:wo3|的:de|腿:tui3|！:
220,我无法相信自己的眼睛。,neutral,我:wo3|无:wu2|法:fa3|相:xiang1|信:xin4|自:zi4|己:ji3|的:de|眼:yan3|睛:jing1|。:
221,我去听他的演讲去晚了。,simplified,我:wo3|去:qu4|听:ting1|他:ta1|的:de|演:yan3|讲:jiang3|去:qu4|晚:wan3|了:le|。:
222,你考虑周到，没有打扰我们。,simplified,你:ni3|考:kao3|虑:lv4|周:zhou1|到:dao4|，:|没:mei2|有:you3|打:da3|扰:rao3|我:wo3|们:men|。:
223,这件事他铭记于心。,simplified,这:zhe4|件:jian4|事:shi4|他:ta1|铭:ming2|记:ji4|于:yu2|心:xin1|。:
224,这本书对你来说读起来太难了。,simplified,这:zhe4|本:ben3|书:shu1|对:dui4|你:ni3|来:lai2|说:shuo1|读:du2|起:qi3|来:lai2|太:tai4|难:nan2|了:le|。:
225,我什么都不想喝。,neutral,我:wo3|什:shen2|么:me|都:dou1|不:bu4|想:xiang3|喝:he1|。:
226,一块岩石从上面落下。,neutral,一:yi1|块:kuai4|岩:yan2|石:shi2|从:cong2|上:shang4|面:mian4|落:la4|下:xia4|。:
227,我头痛。,neutral,我:wo3|头:tou2|痛:tong4|。:
228,布什继里根之后当上了总统。,simplified,布:bu4|什:shen2|继:ji4|里:li3|根:gen1|之:zhi1|后:hou4|当:dang1|上:shang4|了:le|总:zong3|统:tong3|。:
229,他的努力没有成果。,neutral,他:ta1|的:de|努:nu3|力:li4|没:mei2|有:you3|成:cheng2|果:guo3|。:
230,今天刮冷风。,neutral,今:jin1|天:tian1|刮:gua1|冷:leng3|风:feng1|。:
231,你在撒谎。,simplified,你:ni3|在:zai4|撒:sa1|谎:huang3|。:
232,自助者天助。,neutral,自:zi4|助:zhu4|者:zhe3|天:tian1|助:zhu4|。:
233,和你的车比起来，我的车很小。,simplified,和:he2|你:ni3|的:de|车:che1|比:bi3|起:qi3|来:lai2|，:|我:wo3|的:de|车:che1|很:hen3|小:xiao3|。:
234,他很年轻，更重要的是，他很帅。,simplified,他:ta1|很:hen3|年:nian2|轻:qing1|，:|更:geng4|重:zhong4|要:yao4|的:de|是:shi4|，:|他:ta1|很:hen3|帅:shuai4|。:
235,和她争辩是没用的。,simplified,和:he2|她:ta1|争:zheng1|辩:bian4|是:shi4|没:mei2|用:yong4|的:de|。:
236,太可惜了！,neutral,太:tai4|可:ke3|惜:xi1|了:le|！:
237,听到她成功的消息，他很高兴。,simplified,听:ting1|到:dao4|她:ta1|成:cheng2|功:gong1|的:de|消:xiao1|息:xi1|，:|他:ta1|很:hen3|高:gao1|兴:xing4|。:
238,男孩们窃窃私语，我知道他们准备做些什么。,simplified,男:nan2|孩:hai2|们:men|窃:qie4|窃:qie4|私:si1|语:yu3|，:|我:wo3|知:zhi1|道:dao4|他:ta1|们:men|准:zhun3|备:bei4|做:zuo4|些:xie1|什:shen2|么:me|。:
239,我要预订一间6月3日的单人房。,simplified,我:wo3|要:yao4|预:yu4|订:ding4|一:yi1|间:jian1|6:|月:yue4|3:|日:ri4|的:de|单:dan1|人:ren2|房:fang2|。:
240,请帮我找一下我的钱包。,simplified,请:qing3|帮:bang1|我:wo3|找:zhao3|一:yi1|下:xia4|我:wo3|的:de|钱:qian2|包:bao1|。:
241,她给我讲了一个有趣的故事。,simplified,她:ta1|给:gei3|我:wo3|讲:jiang3|了:le|一:yi2|个:ge4|有:you3|趣:qu4|的:de|故:gu4|事:shi4|。:
242,他登上了前往洛杉矶的飞机。,simplified,他:ta1|登:deng1|上:shang4|了:le|前:qian2|往:wang3|洛:luo4|杉:shan1|矶:ji1|的:de|飞:fei1|机:ji1|。:
243,什么时候开始？,neutral,什:shen2|么:me|时:shi2|候:hou4|开:kai1|始:shi3|？:
244,他儿子小时候就死于癌症了。,neutral,他:ta1|儿:er2|子:zi|小:xiao3|时:shi2|候:hou4|就:jiu4|死:si3|于:yu2|癌:ai2|症:zheng4|了:le|。:
245,这本书有精美的插图。,simplified,这:zhe4|本:ben3|书:shu1|有:you3|精:jing1|美:mei3|的:de|插:cha1|图:tu2|。:
246,她和她妹妹一样亲切。,simplified,她:ta1|和:he2|她:ta1|妹:mei4|妹:mei4|一:yi1|样:yang4|亲:qin1|切:qie4|。:
247,随着时间的推移，比赛增加了规则以使之更安全。,simplified,随:sui2|着:zhe|时:shi2|间:jian1|的:de|推:tui1|移:yi2|，:|比:bi3|赛:sai4|增:zeng1|加:jia1|了:le|规:gui1|则:ze2|以:yi3|使:shi3|之:zhi1|更:geng4|安:an1|全:quan2|。:
248,他看上去是一个十足的绅士。,simplified,他:ta1|看:kan4|上:shang4|去:qu4|是:shi4|一:yi2|个:ge4|十:shi2|足:zu2|的:de|绅:shen1|士:shi4|。:
249,金子比水重得多。,neutral,金:jin1|子:zi|比:bi3|水:shui3|重:zhong4|得:de2|多:duo1|。:
250,我们的任务到目前为止很轻松，但从现在开始将会变得很难。,simplified,我:wo3|们:men|的:de|任:ren4|务:wu4|到:dao4|目:mu4|前:qian2|为:wei2|止:zhi3|很:hen3|轻:qing1|松:song1|，:|但:dan4|从:cong2|现:xian4|在:zai4|开:kai1|始:shi3|将:jiang1|会:hui4|变:bian4|得:de2|很:hen3|难:nan2|。:
251,你自己拿蛋糕吃吧。,neutral,你:ni3|自:zi4|己:ji3|拿:na2|蛋:dan4|糕:gao1|吃:chi1|吧:ba|。:
252,他给我讲述了他的一生。,simplified,他:ta1|给:gei3|我:wo3|讲:jiang3|述:shu4|了:le|他:ta1|的:de|一:yi1|生:sheng1|。:
253,事故耽误了我们半小时。,simplified,事:shi4|故:gu4|耽:dan1|误:wu4|了:le|我:wo3|们:men|半:ban4|小:xiao3|时:shi2|。:
254,这种秘密总有一天会被揭露的。,simplified,这:zhe4|种:zhong3|秘:mi4|密:mi4|总:zong3|有:you3|一:yi1|天:tian1|会:hui4|被:bei4|揭:jie1|露:lu4|的:de|。:
255,我没什么可依靠的了。,neutral,我:wo3|没:mei2|什:shen2|么:me|可:ke3|依:yi1|靠:kao4|的:de|了:le|。:
256,我做完我的功课后，就读这本书。,simplified,我:wo3|做:zuo4|完:wan2|我:wo3|的:de|功:gong1|课:ke4|后:hou4|，:|就:jiu4|读:du2|这:zhe4|本:ben3|书:shu1|。:
257,能不能麻烦你告诉我去邻村怎么走？,simplified,能:neng2|不:bu4|能:neng2|麻:ma2|烦:fan2|你:ni3|告:gao4|诉:su4|我:wo3|去:qu4|邻:lin2|村:cun1|怎:zen3|么:me|走:zou3|？:
258,她住在罗素广场56号。,simplified,她:ta1|住:zhu4|在:zai4|罗:luo2|素:su4|广:guang3|场:chang3|56:|号:hao4|。:
259,我们有很多听众。,simplified,我:wo3|们:men|有:you3|很:hen3|多:duo1|听:ting1|众:zhong4|。:
260,请写信告诉我你们学校的情况。,simplified,请:qing3|写:xie3|信:xin4|告:gao4|诉:su4|我:wo3|你:ni3|们:men|学:xue2|校:xiao4|的:de|情:qing2|况:kuang4|。:
261,看见新鲜龙虾，我有了食欲。,simplified,看:kan4|见:jian4|新:xin1|鲜:xian1|龙:long2|虾:xia1|，:|我:wo3|有:you3|了:le|食:shi2|欲:yu4|。:
262,最后三周，Jim一直试图带我出去吃饭。,simplified,最:zui4|后:hou4|三:san1|周:zhou1|，:|Jim:|一:yi4|直:zhi2|试:shi4|图:tu2|带:dai4|我:wo3|出:chu1|去:qu4|吃:chi1|饭:fan4|。:
263,这狗跑得多快啊！,neutral,这:zhe4|狗:gou3|跑:pao3|得:de2|多:duo1|快:kuai4|啊:a|！:
264,你上班迟到了。,simplified,你:ni3|上:shang4|班:ban1|迟:chi2|到:dao4|了:le|。:
265,护士会告诉你怎么做。,simplified,护:hu4|士:shi4|会:hui4|告:gao4|诉:su4|你:ni3|怎:zen3|么:me|做:zuo4|。:
266,不要相信一个你一点都不了解他过去的人。,neutral,不:bu2|要:yao4|相:xiang1|信:xin4|一:yi2|个:ge4|你:ni3|一:yi4|点:dian3|都:dou1|不:bu4|了:liao3|解:jie3|他:ta1|过:guo4|去:qu4|的:de|人:ren2|。:
267,下周我去温哥华看我妹妹。,simplified,下:xia4|周:zhou1|我:wo3|去:qu4|温:wen1|哥:ge1|华:hua2|看:kan4|我:wo3|妹:mei4|妹:mei4|。:
268,罗杰斯先生和史密斯小姐昨天宣布订婚。,simplified,罗:luo2|杰:jie2|斯:si1|先:xian1|生:sheng1|和:he2|史:shi3|密:mi4|斯:si1|小:xiao3|姐:jie3|昨:zuo2|天:tian1|宣:xuan1|布:bu4|订:ding4|婚:hun1|。:
269,你多久后需要它？,neutral,你:ni3|多:duo1|久:jiu3|后:hou4|需:xu1|要:yao4|它:ta1|？:
270,诚信是一种重要的美德。,simplified,诚:cheng2|信:xin4|是:shi4|一:yi1|种:zhong3|重:zhong4|要:yao4|的:de|美:mei3|德:de2|。:
271,鲍勃第一个到达终点线。,simplified,鲍:bao4|勃:bo2|第:di4|一:yi2|个:ge4|到:dao4|达:da2|终:zhong1|点:dian3|线:xian4|。:
272,这是我见过最美的景色了。,simplified,这:zhe4|是:shi4|我:wo3|见:jian4|过:guo4|最:zui4|美:mei3|的:de|景:jing3|色:se4|了:le|。:
273,科学和数学我都喜欢。,simplified,科:ke1|学:xue2|和:he2|数:shu4|学:xue2|我:wo3|都:dou1|喜:xi3|欢:huan1|。:
274,我们的计划从一开始就出错了。,simplified,我:wo3|们:men|的:de|计:ji4|划:hua4|从:cong2|一:yi1|开:kai1|始:shi3|就:jiu4|出:chu1|错:cuo4|了:le|。:
275,她不喜欢我说话的方式。,simplified,她:ta1|不:bu4|喜:xi3|欢:huan1|我:wo3|说:shuo1|话:hua4|的:de|方:fang1|式:shi4|。:
276,他请求她给予优待。,simplified,他:ta1|请:qing3|求:qiu2|她:ta1|给:ji3|予:yu3|优:you1|待:dai4|。:
277,能不能请你把盐递给我？,simplified,能:neng2|不:bu4|能:neng2|请:qing3|你:ni3|把:ba3|盐:yan2|递:di4|给:gei3|我:wo3|？:
278,他熟睡着。,neutral,他:ta1|熟:shu2|睡:shui4|着:zhe|。:
279,在这种天气下，我最好是待在家里而不要出去。,neutral,在:zai4|这:zhe4|种:zhong3|天:tian1|气:qi4|下:xia4|，:|我:wo3|最:zui4|好:hao3|是:shi4|待:dai4|在:zai4|家:jia1|里:li3|而:er2|不:bu2|要:yao4|出:chu1|去:qu4|。:
280,你不这么认为吗？,simplified,你:ni3|不:bu4|这:zhe4|么:me|认:ren4|为:wei2|吗:ma|？:
281,Tom否认偷了钱。,simplified,Tom:|否:fou3|认:ren4|偷:tou1|了:le|钱:qian2|。:
282,我想减肥。,neutral,我:wo3|想:xiang3|减:jian3|肥:fei2|。:
283,我听到这个消息很吃惊。,simplified,我:wo3|听:ting1|到:dao4|这:zhe4|个:ge|消:xiao1|息:xi1|很:hen3|吃:chi1|惊:jing1|。:
284,她一直和她的兄弟争吵。,neutral,她:ta1|一:yi4|直:zhi2|和:he2|她:ta1|的:de|兄:xiong1|弟:di4|争:zheng1|吵:chao3|。:
285,只有为数不多的几个电视节目值得关注。,simplified,只:zhi3|有:you3|为:wei2|数:shu4|不:bu4|多:duo1|的:de|几:ji3|个:ge4|电:dian4|视:shi4|节:jie2|目:mu4|值:zhi2|得:de|关:guan1|注:zhu4|。:
286,我不明白为什么你这么批评他。,simplified,我:wo3|不:bu4|明:ming2|白:bai2|为:wei4|什:shen2|么:me|你:ni3|这:zhe4|么:me|批:pi1|评:ping2|他:ta1|。:
287,你想再来杯酒吗？,simplified,你:ni3|想:xiang3|再:zai4|来:lai2|杯:bei1|酒:jiu3|吗:ma|？:
288,他努力工作。,neutral,他:ta1|努:nu3|力:li4|工:gong1|作:zuo4|。:
289,自由是有代价的。,neutral,自:zi4|由:you2|是:shi4|有:you3|代:dai4|价:jia4|的:de|。:
290,几分钟后，电话响了。,simplified,几:ji3|分:fen1|钟:zhong1|后:hou4|，:|电:dian4|话:hua4|响:xiang3|了:le|。:
291,月球是地球唯一的卫星。,simplified,月:yue4|球:qiu2|是:shi4|地:di4|球:qiu2|唯:wei2|一:yi1|的:de|卫:wei4|星:xing1|。:
292,他和他的姐妹们目前都住在东京。,simplified,他:ta1|和:he2|他:ta1|的:de|姐:jie3|妹:mei4|们:men|目:mu4|前:qian2|都:dou1|住:zhu4|在:zai4|东:dong1|京:jing1|。:
293,孩子们洗了他们的脚。,simplified,孩:hai2|子:zi|们:men|洗:xi3|了:le|他:ta1|们:men|的:de|脚:jiao3|。:
294,我的计划是参观苏格兰的古堡。,simplified,我:wo3|的:de|计:ji4|划:hua4|是:shi4|参:can1|观:guan1|苏:su1|格:ge2|兰:lan2|的:de|古:gu3|堡:bao3|。:
295,他是哈佛大学的生物学教授。,simplified,他:ta1|是:shi4|哈:ha1|佛:fu2|大:da4|学:xue2|的:de|生:sheng1|物:wu4|学:xue2|教:jiao4|授:shou4|。:
296,我期待听到你在这件事上的想法 。,neutral,我:wo3|期:qi1|待:dai4|听:ting1|到:dao4|你:ni3|在:zai4|这:zhe4|件:jian4|事:shi4|上:shang4|的:de|想:xiang3|法:fa3|。:
297,他长大了会成为一名医生。,simplified,他:ta1|长:zhang3|大:da4|了:le|会:hui4|成:cheng2|为:wei2|一:yi1|名:ming2|医:yi1|生:sheng1|。:
298,银行对风险客户收取较高的贷款利息。,simplified,银:yin2|行:hang2|对:dui4|风:feng1|险:xian3|客:ke4|户:hu4|收:shou1|取:qu3|较:jiao4|高:gao1|的:de|贷:dai4|款:kuan3|利:li4|息:xi1|。:
299,你为什么说要去公园散步？,simplified,你:ni3|为:wei4|什:shen2|么:me|说:shuo1|要:yao4|去:qu4|公:gong1|园:yuan2|散:san4|步:bu4|？:
300,观众人数庞大。,simplified,观:guan1|众:zhong4|人:ren2|数:shu4|庞:pang2|大:da4|。:
301,写下你名字的大写字母。,simplified,写:xie3|下:xia4|你:ni3|名:ming2|字:zi4|的:de|大:da4|写:xie3|字:zi4|母:mu3|。:
302,我不太明白他说什么。,simplified,我:wo3|不:bu4|太:tai4|明:ming2|白:bai2|他:ta1|说:shuo1|什:shen2|么:me|。:
303,我对外籍员工没有偏见。,simplified,我:wo3|对:dui4|外:wai4|籍:ji2|员:yuan2|工:gong1|没:mei2|有:you3|偏:pian1|见:jian4|。:
304,我明早八点来接你。,simplified,我:wo3|明:ming2|早:zao3|八:ba1|点:dian3|来:lai2|接:jie1|你:ni3|。:
305,我相信他会信守诺言。,simplified,我:wo3|相:xiang1|信:xin4|他:ta1|会:hui4|信:xin4|守:shou3|诺:nuo4|言:yan2|。:
306,我们看见池里有很多活鱼。,simplified,我:wo3|们:men|看:kan4|见:jian4|池:chi2|里:li3|有:you3|很:hen3|多:duo1|活:huo2|鱼:yu2|。:
307,用鼻子顶住一个球很困难。,simplified,用:yong4|鼻:bi2|子:zi|顶:ding3|住:zhu4|一:yi2|个:ge4|球:qiu2|很:hen3|困:kun4|难:nan2|。:
308,您学习吗？,simplified,您:nin2|学:xue2|习:xi2|吗:ma|？:
309,他有很多历史书籍。,simplified,他:ta1|有:you3|很:hen3|多:duo1|历:li4|史:shi3|书:shu1|籍:ji2|。:
310,所有迹象表明她好起来了。,simplified,所:suo3|有:you3|迹:ji4|象:xiang4|表:biao3|明:ming2|她:ta1|好:hao3|起:qi3|来:lai2|了:le|。:
311,即使他们有很好的酒单，我也不想在这里用餐。,simplified,即:ji2|使:shi3|他:ta1|们:men|有:you3|很:hen3|好:hao3|的:de|酒:jiu3|单:dan1|，:|我:wo3|也:ye3|不:bu4|想:xiang3|在:zai4|这:zhe4|里:li3|用:yong4|餐:can1|。:
312,建筑物在地震中摇晃。,simplified,建:jian4|筑:zhu4|物:wu4|在:zai4|地:di4|震:zhen4|中:zhong1|摇:yao2|晃:huang4|。:
313,由医生来决定某人何时该死是对的吗？,simplified,由:you2|医:yi1|生:sheng1|来:lai2|决:jue2|定:ding4|某:mou3|人:ren2|何:he2|时:shi2|该:gai1|死:si3|是:shi4|对:dui4|的:de|吗:ma|？:
314,谁来为风险投资提供资金？,simplified,谁:shui2|来:lai2|为:wei4|风:feng1|险:xian3|投:tou2|资:zi1|提:ti2|供:gong1|资:zi1|金:jin1|？:
315,他很快便与小区里新来的男孩交上了朋友。,simplified,他:ta1|很:hen3|快:kuai4|便:bian4|与:yu3|小:xiao3|区:qu1|里:li3|新:xin1|来:lai2|的:de|男:nan2|孩:hai2|交:jiao1|上:shang4|了:le|朋:peng2|友:you3|。:
316,他的政权必定会崩溃。,simplified,他:ta1|的:de|政:zheng4|权:quan2|必:bi4|定:ding4|会:hui4|崩:beng1|溃:kui4|。:
317,小偷迅速地窜入了人群。,simplified,小:xiao3|偷:tou1|迅:xun4|速:su4|地:di4|窜:cuan4|入:ru4|了:le|人:ren2|群:qun2|。:
318,我上周不忙。,neutral,我:wo3|上:shang4|周:zhou1|不:bu4|忙:mang2|。:
319,游泳使腿部强健。,neutral,游:you2|泳:yong3|使:shi3|腿:tui3|部:bu4|强:qiang2|健:jian4|。:
