id,char,codepoint,pinyins_tone3,pinyins_display,gloss_en,examples
327,但,U+4F46,dan4|tan3|yan4,dàn|tǎn|yàn,but; yet; however; still,不但|不求有功，但求無過|不求有功，但求无过
328,佇,U+4F47,zhu4,zhù,to stand for a long time,佇列|佇立
329,佈,U+4F48,bu4,bù,variant of 布[bu4],佈伍|佈告|佈告欄
330,佉,U+4F49,qu1|qia1,qū|qiā,surname Qu,佉盧文|佉卢文|豆佉
331,佊,U+4F4A,bi3,bǐ,,
332,佋,U+4F4B,zhao1|shao2|shao4,zhāo|sháo|shào,,
333,佌,U+4F4C,ci3,cǐ,petty,
334,位,U+4F4D,wei4|li4,wèi|lì,position,C位|一步到位|三位一體
335,低,U+4F4E,di1,dī,low,一見高低|一见高低|不識高低
336,住,U+4F4F,zhu4,zhù,to live,不住|不管白貓黑貓，捉住老鼠就是好貓|不管白猫黑猫，捉住老鼠就是好猫
337,佐,U+4F50,zuo3,zuǒ,to assist,佐世保|佐丹奴|佐佐木
338,佑,U+4F51,you4,yòu,(bound form) to bless; to protect,佑護|佑护|保佑
339,佒,U+4F52,yang3|yang1,yǎng|yāng,,
340,体,U+4F53,ti3|ti1|ben4|cui4,tǐ|tī|bèn|cuì,used in 體己|体己[ti1 ji5],21三体综合症|一体|一体两面
341,佔,U+4F54,zhan4|chan1|dian1,zhàn|chān|diān,variant of 占[zhan4],佔上風|佔下風|佔中
342,何,U+4F55,he2|he4,hé|hè,surname He,一部二十四史，不知從何說起|一部二十四史，不知从何说起|不知何故
343,佖,U+4F56,bi4,bì,,
344,佗,U+4F57,tuo2|tuo1|tuo4|yi2,tuó|tuō|tuò|yí,carry on the back,華佗|华佗|華佗再世
345,佘,U+4F58,she2,shé,surname She,
346,余,U+4F59,yu2|tu2|xu2|yu4,yú|tú|xú|yù,surname Yu,一览无余|七政四余|不遗余力
347,佚,U+4F5A,yi4|die2,yì|dié,surname Yi,亡佚|佚名|散佚
348,佛,U+4F5B,fu2|fo2|bo2|bi4,fú|fó|bó|bì,Buddha; Buddhism (abbr. for 佛陀[Fo2 tuo2]),不看僧面看佛面|不空成就佛|丹佛
349,作,U+4F5C,zuo4|zuo1|zuo2,zuò|zuō|zuó,(bound form) worker,一鼓作氣|一鼓作气|上海合作組織
350,佝,U+4F5D,gou1|kou4|ju1,gōu|kòu|jū,used in 佝僂|佝偻[gou1 lou2],佝僂|佝偻|佝僂病
351,佞,U+4F5E,ning4,nìng,to flatter,不佞|奸佞|讒佞
352,佟,U+4F5F,tong2,tóng,surname Tong,佟佳江
353,你,U+4F60,ni3,nǐ,"you (informal, as opposed to courteous 您[nin2])",人家牽驢你拔橛|人家牵驴你拔橛|什麼風把你吹來的
354,佡,U+4F61,xian1,xiān,"variant of 仙, immortal",
355,佢,U+4F62,qu2,qú,"(Cantonese) he, she, it",
356,佣,U+4F63,yong1|yong4,yōng|yòng,commission (for middleman),佣金|佣錢|佣钱
357,佤,U+4F64,wa3,wǎ,"Wa, Kawa or Va ethnic group of Myanmar, south China and southeast Asia",佤族|佧佤族|孟連傣族拉祜族佤族自治縣
358,佥,U+4F65,qian1,qiān,all,
359,佦,U+4F66,shi,shi,,
360,佧,U+4F67,ka3,kǎ,ancient name for an ethnic group in China,佧佤族
361,佨,U+4F68,bao1,bāo,,
362,佩,U+4F69,pei4,pèi,to respect,令人欽佩|令人钦佩|佩劍
363,佪,U+4F6A,hui2|huai2,huí|huái,irresolute,俳佪
364,佫,U+4F6B,he4|ge2,hè|gé,surname He,
365,佬,U+4F6C,lao3|liao2,lǎo|liáo,male,仡佬族|仫佬|仫佬族
366,佭,U+4F6D,xiang2,xiáng,,
367,佮,U+4F6E,ge2|e2,gé|é,,
368,佯,U+4F6F,yang2,yáng,to feign,佯狂|佯裝|佯装
369,佰,U+4F70,bai3|mo4,bǎi|mò,hundred (banker's anti-fraud numeral),八佰伴
370,佱,U+4F71,fa3,fǎ,old variant of 法[fa3],
371,佲,U+4F72,ming3,mǐng,,
372,佳,U+4F73,jia1,jiā,surname Jia,上佳|不佳|亂世佳人
373,佴,U+4F74,er4|nai4,èr|nài,assistant,
374,併,U+4F75,bing4,bìng,to combine,一併|中西合併|交併
375,佶,U+4F76,ji2,jí,difficult to pronounce,
376,佷,U+4F77,hen3|heng2,hěn|héng,to act contrary to,
377,佸,U+4F78,huo2,huó,meet,
378,佹,U+4F79,gui3|gui1,guǐ|guī,(literary) perverse; unreasonable,
379,佺,U+4F7A,quan2,quán,immortal,
380,佻,U+4F7B,tiao1|tiao2|tiao4|diao3|yao2|dao4|zhao4,tiāo|tiáo|tiào|diǎo|yáo|dào|zhào,frivolous,輕佻|轻佻
381,佼,U+4F7C,jiao3|jiao1|xiao2,jiǎo|jiāo|xiáo,handsome,佼佼者
382,佽,U+4F7D,ci4,cì,surname Ci,
383,佾,U+4F7E,yi4,yì,row of dancers at sacrifices,
384,使,U+4F7F,shi3,shǐ,to make,不首先使用|主使|任賢使能
385,侀,U+4F80,xing2,xíng,shape,
386,侁,U+4F81,shen1,shēn,large crowd,
387,侂,U+4F82,tuo1,tuō,(literary) to entrust (variant of 託|托[tuo1]),
388,侃,U+4F83,kan3,kǎn,upright and honest,侃侃|侃侃而談|侃侃而谈
389,侄,U+4F84,zhi2,zhí,variant of 姪|侄[zhi2],堂侄|侄儿|侄女
390,侅,U+4F85,gai1|hai4,gāi|hài,to give,
391,來,U+4F86,lai2|lai4,lái|lài,to come,一來|一來二去|一直以來
392,侇,U+4F87,yi2,yí,(literary) class; category,
393,侈,U+4F88,chi3,chǐ,extravagant,侈糜|侈談|侈谈
394,侉,U+4F89,kua3|hua2|e4|wu2,kuǎ|huá|è|wú,foreign accent,侉子
395,侊,U+4F8A,guang1,guāng,,
396,例,U+4F8B,li4|lie4,lì|liè,example,下不為例|下不为例|事例
397,侌,U+4F8C,yin1,yīn,old variant of 陰|阴[yin1],
398,侍,U+4F8D,shi4,shì,to serve,伏侍|侍候|侍奉
399,侎,U+4F8E,mi3,mǐ,,
400,侏,U+4F8F,zhu1|zhou1,zhū|zhōu,dwarf,侏儒|侏儒倉鼠|侏儒仓鼠
401,侐,U+4F90,xu4,xù,still,
402,侑,U+4F91,you4,yòu,(literary) to urge sb (to eat or drink),
403,侒,U+4F92,an1|an3,ān|ǎn,,
404,侓,U+4F93,lu4,lù,,
405,侔,U+4F94,mou2|mao2,móu|máo,similar,
406,侕,U+4F95,er2,ér,,
407,侖,U+4F96,lun2|lun4,lún|lùn,to arrange,克侖特羅|加侖|北侖
408,侗,U+4F97,dong4|tong1|tong2|tong3,dòng|tōng|tóng|tǒng,Dong ethnic group (aka Kam people),三江侗族自治縣|三江侗族自治县|侗人
409,侘,U+4F98,cha4,chà,boast,
410,侙,U+4F99,chi1,chī,,
411,侚,U+4F9A,xun4|xun2,xùn|xún,(literary) quick,
412,供,U+4F9B,gong1|gong4,gōng|gòng,to provide; to supply,上供|串供|供不應求
413,侜,U+4F9C,zhou1,zhōu,to conceal,
414,依,U+4F9D,yi1|yi3,yī|yǐ,to depend on,三歸依|三归依|不依
415,侞,U+4F9E,ru2,rú,,
416,侟,U+4F9F,cun2|jian4,cún|jiàn,,
417,侠,U+4FA0,xia2,xiá,knight-errant,三侠五义|任侠|侠士
418,価,U+4FA1,si4,sì,Japanese variant of 價|价,
419,侢,U+4FA2,dai4,dài,old variant of 戴[dai4],
420,侣,U+4FA3,lv3,lǚ,companion,伴侣|伴侣号|僧侣
421,侤,U+4FA4,ta,ta,,
422,侥,U+4FA5,jiao3|yao2,jiǎo|yáo,by mere luck,侥幸|侥幸心理|僬侥
423,侦,U+4FA6,zhen1,zhēn,to scout,侦察|侦察兵|侦察员
424,侧,U+4FA7,ce4|ze4|zhai1,cè|zè|zhāi,the side,一侧化|二侧|侧刀旁
425,侨,U+4FA8,qiao2,qiáo,emigrant,侨务|侨务委员会|侨居
426,侩,U+4FA9,kuai4,kuài,broker,市侩|牙侩
427,侪,U+4FAA,chai2,chái,a class,同侪|同侪团体|同侪压力
428,侫,U+4FAB,ning4,nìng,,
429,侬,U+4FAC,nong2,nóng,you (Wu dialect),卡侬|吴侬娇语|吴侬软语
430,侭,U+4FAD,jin3,jǐn,,
431,侮,U+4FAE,wu3,wǔ,to insult,侮弄|侮慢|侮罵
432,侯,U+4FAF,hou2|hou4,hóu|hòu,surname Hou,侯景之亂|侯景之乱|侯爵
433,侰,U+4FB0,jiong3,jiǒng,,
434,侱,U+4FB1,cheng3|ting3,chěng|tǐng,,
435,侲,U+4FB2,zhen4|zhen1|chen1,zhèn|zhēn|chēn,,
436,侳,U+4FB3,zuo4,zuò,,
437,侴,U+4FB4,chou3,chǒu,surname Chou,
438,侵,U+4FB5,qin1|qin3,qīn|qǐn,to invade,不可侵犯|不可侵犯權|不可侵犯权
439,侶,U+4FB6,lv3,lǚ,companion,伴侶|伴侶號|僧侶
440,侷,U+4FB7,ju2,jú,narrow,侷促|侷限
441,侸,U+4FB8,shu4|dou1,shù|dōu,,
442,侹,U+4FB9,ting3,tǐng,(literary) level and straight,
443,侺,U+4FBA,shen4,shèn,,
444,侻,U+4FBB,tui4|tuo1,tuì|tuō,,
445,侼,U+4FBC,bo2,bó,,
446,侽,U+4FBD,nan2,nán,old variant of 男[nan2],
447,侾,U+4FBE,xiao1,xiāo,,
448,便,U+4FBF,bian4|pian2|bian1,biàn|pián|biān,plain,不便|不便險|不便险
449,俀,U+4FC0,tui3,tuǐ,,
450,俁,U+4FC1,yu3,yǔ,big,水俁市|水俁病
451,係,U+4FC2,xi4,xì,to connect,三角關係|不正當關係|中俄關係
452,促,U+4FC3,cu4|chuo4,cù|chuò,(bound form) of short duration; hasty; rapid,中國國際貿易促進委員會|中国国际贸易促进委员会|中國民主促進會
453,俄,U+4FC4,e2,é,Russia,中俄|中俄伊犁條約|中俄伊犁条约
454,俅,U+4FC5,qiu2,qiú,ornamental cap,
455,俆,U+4FC6,xu2|shu1,xú|shū,,
456,俇,U+4FC7,guang4,guàng,,
457,俈,U+4FC8,ku4,kù,,
458,俉,U+4FC9,wu3|wu2,wǔ|wú,used in 逢俉[feng2 wu2],逢俉
459,俊,U+4FCA,jun4|shun4|dun1,jùn|shùn|dūn,old variant of 俊[jun4],俊俏|俊傑|俊杰
460,俋,U+4FCB,yi4,yì,,
461,俌,U+4FCC,fu3,fǔ,,
462,俍,U+4FCD,liang2|lang3,liáng|lǎng,(literary) to be good at; to be expert in,
463,俎,U+4FCE,zu3,zǔ,a stand for food at sacrifice,人為刀俎，我為魚肉|人为刀俎，我为鱼肉|刀俎
464,俏,U+4FCF,qiao4|xiao4|xiao1,qiào|xiào|xiāo,good-looking,俊俏|俏皮|俏皮話
465,俐,U+4FD0,li4,lì,used in 伶俐[ling2 li4],伶俐|伶牙俐齒|伶牙俐齿
466,俑,U+4FD1,yong3,yǒng,wooden figures buried with the dead,俑坑|兵馬俑|兵马俑
467,俒,U+4FD2,hun4,hùn,,
468,俓,U+4FD3,jing4|ying2,jìng|yíng,(literary) to pass through,
469,俔,U+4FD4,qian4|xian4,qiàn|xiàn,(old) like,
470,俕,U+4FD5,san4,sàn,,
471,俖,U+4FD6,pei3,pěi,,
472,俗,U+4FD7,su2,sú,custom,不俗|不落俗套|世俗
473,俘,U+4FD8,fu2,fú,to take prisoner,中子俘獲|中子俘获|俘獲
474,俙,U+4FD9,xi1,xī,,
475,俚,U+4FDA,li3|li4,lǐ|lì,old name for the 黎[Li2] ethnic group,俚語|俚语|俚諺
476,俛,U+4FDB,fu3|mian3,fǔ|miǎn,to exhort,
477,俜,U+4FDC,ping1,pīng,used in 伶俜[ling2 ping1],伶俜
478,保,U+4FDD,bao3,bǎo,Bulgaria (abbr. for 保加利亞|保加利亚[Bao3 jia1 li4 ya4]),一類保護動物|一类保护动物|不列顛保衛戰
479,俞,U+4FDE,yu2|shu4,yú|shù,surname Yu,俞天白|俞文豹|俞正聲
480,俟,U+4FDF,qi2|si4,qí|sì,used in 万俟[Mo4 qi2],万俟|俟候|俟機
481,俠,U+4FE0,xia2,xiá,knight-errant,三俠五義|任俠|俠士
482,信,U+4FE1,xin4|shen1,xìn|shēn,letter,不信任動議|不信任动议|不信任投票
483,俢,U+4FE2,xiu1,xiū,,
484,俣,U+4FE3,yu3,yǔ,big,水俣市|水俣病
485,俤,U+4FE4,di4,dì,variant of 弟[di4],
486,俥,U+4FE5,che1|ju1,chē|jū,,
487,俦,U+4FE6,chou2,chóu,comrades,
488,俧,U+4FE7,zhi4,zhì,,
489,俨,U+4FE8,yan3,yǎn,majestic,俨如|俨然
490,俩,U+4FE9,lia3|liang3,liǎ|liǎng,two (colloquial equivalent of 兩個|两个),伎俩|俩钱|俩钱儿
491,俪,U+4FEA,li4,lì,husband and wife,伉俪|伉俪情深|俪影
492,俫,U+4FEB,lai2,lái,,
493,俬,U+4FEC,si1,sī,,
494,俭,U+4FED,jian3,jiǎn,(bound form) frugal; thrifty,俭以养廉|俭学|俭朴
495,修,U+4FEE,xiu1,xiū,surname Xiu,下修|不修邊幅|不修边幅
496,俯,U+4FEF,fu3,fǔ,variant of 俯[fu3],俯仰|俯仰之間|俯仰之间
497,俰,U+4FF0,huo4,huò,,
498,俱,U+4FF1,ju4|ju1,jù|jū,(literary) all; both; entirely; without exception,一應俱全|一应俱全|五味俱全
499,俲,U+4FF2,xiao4,xiào,variant of 傚|效[xiao4],
500,俳,U+4FF3,pai2,pái,not serious,俳佪|俳句
501,俴,U+4FF4,jian4,jiàn,short,
502,俵,U+4FF5,biao4,biào,(literary) to distribute,
503,俶,U+4FF6,chu4|shu1|ti4,chù|shū|tì,to begin,
504,俷,U+4FF7,fei4,fèi,(literary) to violate (a moral code),
505,俸,U+4FF8,feng4|beng3,fèng|běng,(bound form) salary; stipend,乾俸|干俸|俸恤
506,俹,U+4FF9,ya4|ya1,yà|yā,,
507,俺,U+4FFA,an3|yan4,ǎn|yàn,I (northern dialects),
508,俻,U+4FFB,bei4,bèi,variant of 備|备[bei4],
509,俼,U+4FFC,yu4,yù,,
510,俽,U+4FFD,xin1,xīn,,
511,俾,U+4FFE,bi3|bi4|bei1|pi4,bǐ|bì|bēi|pì,to cause,俾使|俾倪|俾利
512,俿,U+4FFF,hu3|chi2,hǔ|chí,,
513,倀,U+5000,chang1|cheng2|zheng4,chāng|chéng|zhèng,(bound form) ghost of sb devoured by a tiger who helps the tiger devour others,倀鬼|為虎作倀
514,倁,U+5001,zhi1,zhī,,
515,倂,U+5002,bing4,bìng,variant of 併|并[bing4],
516,倃,U+5003,jiu4,jiù,to malign,
517,倄,U+5004,yao2,yáo,,
518,倅,U+5005,cui4|zu2,cuì|zú,auxiliary,
519,倆,U+5006,lia3|liang3,liǎ|liǎng,two (colloquial equivalent of 兩個|两个),伎倆|倆錢|倆錢兒
520,倇,U+5007,wan3,wǎn,,
521,倈,U+5008,lai2|lai4|lie1,lái|lài|liē,,
522,倉,U+5009,cang1|chuang4,cāng|chuàng,barn,侏儒倉鼠|倉位|倉促
523,倊,U+500A,zong4,zòng,,
524,個,U+500B,ge4|ge3,gè|gě,used in 自個兒|自个儿[zi4 ge3 r5],一個|一個中國政策|一個人
525,倌,U+500C,guan1,guān,keeper of domestic animals,堂倌|新郎倌|看倌
526,倍,U+500D,bei4|pei2,bèi|péi,"(two, three etc) -fold",三倍|事倍功半|事半功倍
527,倎,U+500E,tian3,tiǎn,,
528,倏,U+500F,shu1,shū,sudden,倏地|倏忽|倏然
529,倐,U+5010,shu1,shū,variant of 倏[shu1],
530,們,U+5011,men|men4|men2,men|mèn|mén,"plural marker for pronouns, and nouns referring to individuals",亞們|人們|他們
531,倒,U+5012,dao4|dao3,dào|dǎo,to fall; to collapse; to lie horizontally,一邊倒|一边倒|一面倒
532,倓,U+5013,tan2|dan4|tan4,tán|dàn|tàn,quiet,
533,倔,U+5014,jue2|jue4,jué|juè,used in 倔強|倔强[jue2 jiang4],倔強|倔强|倔頭
534,倕,U+5015,chui2|zhui4,chuí|zhuì,,
535,倖,U+5016,xing4,xìng,trusted,倖免|倖存|倖存者
536,倗,U+5017,peng2|peng3|ping2,péng|pěng|píng,,
537,倘,U+5018,tang3|chang2,tǎng|cháng,used in 倘佯[chang2 yang2],倘佯|倘如|倘或
538,候,U+5019,hou4,hòu,to wait,不到火候不揭鍋|不到火候不揭锅|中國餐館症候群
539,倚,U+501A,yi3|ji1|yi1,yǐ|jī|yī,to lean on,不偏不倚|倚仗|倚天屠龍記
540,倛,U+501B,qi1|qi2|qi4,qī|qí|qì,,
541,倜,U+501C,ti4|diao4|zhou1,tì|diào|zhōu,energetic,倜儻|倜傥|風流倜儻
542,倝,U+501D,gan4,gàn,dawn (archaic),
543,倞,U+501E,jing4|liang4,jìng|liàng,strong,
544,借,U+501F,jie4,jiè,to borrow,借一步|借代|借以
545,倠,U+5020,sui1,suī,,
546,倡,U+5021,chang4|chang1,chàng|chāng,to initiate,一倡三歎|一倡三叹|倡始
547,倢,U+5022,jie2|qie4,jié|qiè,handsome,
548,倣,U+5023,fang3,fǎng,variant of 仿[fang3],
549,値,U+5024,zhi2,zhí,variant of 值[zhi2],
550,倥,U+5025,kong1|kong3,kōng|kǒng,ignorant,倥侗|倥傯|倥偬
551,倦,U+5026,juan4,juàn,tired; weary; fatigued,不倦|不知疲倦|亹亹不倦
552,倧,U+5027,zong1,zōng,,
553,倨,U+5028,ju4,jù,(literary) haughty; arrogant,倨傲|前倨後恭|前倨后恭
554,倩,U+5029,qian4|qing4,qiàn|qìng,pretty,倩影|倩碧|倩裝
555,倪,U+502A,ni2|ni4|nie4,ní|nì|niè,surname Ni,一窺端倪|一窥端倪|不可端倪
556,倫,U+502B,lun2,lún,human relationship,不倫|不倫不類|不列顛哥倫比亞
557,倬,U+502C,zhuo1,zhuō,noticeable,
558,倭,U+502D,wo1|wei1|wo3,wō|wēi|wǒ,dwarf,倭人|倭寇|倭瓜
559,倮,U+502E,luo3,luǒ,variant of 裸[luo3],
560,倯,U+502F,song1,sōng,,
561,倰,U+5030,leng4|ling2,lèng|líng,,
562,倱,U+5031,hun4,hùn,,
563,倲,U+5032,dong1|dong4,dōng|dòng,,
564,倳,U+5033,zi4,zì,,
565,倴,U+5034,ben4|ben1,bèn|bēn,,
566,倵,U+5035,wu3,wǔ,(used in given names),
567,倶,U+5036,ju4,jù,variant of 俱[ju4],
568,倷,U+5037,nai3,nǎi,you (dialect),
569,倸,U+5038,cai3,cǎi,variant of 睬[cai3],
570,倹,U+5039,jian3,jiǎn,Japanese variant of 儉|俭[jian3],
571,债,U+503A,zhai4,zhài,debt,三角债|中短债|了债
572,倻,U+503B,ye1,yē,"used to represent phonetic ""ya"" in Korean names",伽倻|伽倻琴
573,值,U+503C,zhi2,zhí,value,CP值|一文不值|一錢不值
574,倽,U+503D,sha4,shà,old variant of 啥[sha2],
575,倾,U+503E,qing1,qīng,to overturn,一见倾心|不良倾向|倾佩
576,倿,U+503F,ning4,nìng,,
577,偀,U+5040,ying1,yīng,,
578,偁,U+5041,cheng1,chēng,variant of 稱|称[cheng1],王禹偁|范公偁
579,偂,U+5042,qian2,qián,,
580,偃,U+5043,yan3,yǎn,surname Yan,偃師|偃师|偃師區
581,偄,U+5044,ruan3|ru2,ruǎn|rú,,
582,偅,U+5045,zhong4|chong1|tong2,zhòng|chōng|tóng,,
583,偆,U+5046,chun3,chǔn,,
584,假,U+5047,jia3|jia4|jie|xia4|xia2|ge2,jiǎ|jià|jie|xià|xiá|gé,used in 假掰[gei1 bai1],不假思索|久假不歸|久假不归
585,偈,U+5048,ji4|jie2|qi4,jì|jié|qì,Buddhist hymn,
586,偉,U+5049,wei3,wěi,big,偉人|偉力|偉哥
587,偊,U+504A,yu3,yǔ,,
588,偋,U+504B,bing4|bing3,bìng|bǐng,,
589,偌,U+504C,ruo4|re4,ruò|rè,so,偌大
590,偍,U+504D,ti2,tí,,
591,偎,U+504E,wei1,wēi,to cuddle,依偎|偎傍
592,偏,U+504F,pian1,piān,to lean,不偏不倚|不偏斜|以偏概全
593,偐,U+5050,yan4,yàn,,
594,偑,U+5051,feng1,fēng,,
595,偒,U+5052,tang3|dang4,tǎng|dàng,,
596,偓,U+5053,wo4,wò,constrained,
597,偔,U+5054,e4,è,,
598,偕,U+5055,xie2|jie1,xié|jiē,in company with,偕同|偕老|白頭偕老
599,偖,U+5056,che3,chě,,
600,偗,U+5057,sheng3,shěng,,
601,偘,U+5058,kan3,kǎn,old variant of 侃[kan3],
602,偙,U+5059,di4,dì,,
603,做,U+505A,zuo4,zuò,to make; to produce,一不做，二不休|不做聲|不做声
604,偛,U+505B,cha1,chā,,
605,停,U+505C,ting2,tíng,to stop,不停|停下|停下來
606,偝,U+505D,bei4,bèi,to disobey,
607,偞,U+505E,xie4|ye4|zha2,xiè|yè|zhá,,
608,偟,U+505F,huang2,huáng,(literary) free time; leisure,
609,偠,U+5060,yao3,yǎo,,
610,偡,U+5061,zhan4,zhàn,(literary) orderly,
611,偢,U+5062,chou3|qiao4|zou1,chǒu|qiào|zōu,to stare at,
612,偣,U+5063,yan1,yān,,
613,偤,U+5064,you2,yóu,,
614,健,U+5065,jian4,jiàn,healthy,亞健康|亚健康|保健
615,偦,U+5066,xu3|xu1,xǔ|xū,,
616,偧,U+5067,zha1,zhā,,
617,偨,U+5068,ci1,cī,uneven,
618,偩,U+5069,fu4,fù,to rely on,
619,偪,U+506A,bi1|fu4,bī|fù,variant of 逼[bi1],
620,偫,U+506B,zhi4,zhì,to wait for,
621,偬,U+506C,zong3|cong1,zǒng|cōng,busy,倥偬|戎事倥偬
622,偭,U+506D,mian3,miǎn,to transgress,
623,偮,U+506E,ji2,jí,,
624,偯,U+506F,yi3,yǐ,to sob,
625,偰,U+5070,xie4,xiè,contract (variant of 契[qi4]),
626,偱,U+5071,xun2,xún,to tell,
627,偲,U+5072,cai1|si1|si3,cāi|sī|sǐ,(literary) learned; erudite,偲偲
628,偳,U+5073,duan1,duān,,
629,側,U+5074,ce4|ze4|zhai1,cè|zè|zhāi,the side,一側化|二側|側刀旁
630,偵,U+5075,zhen1|zheng1,zhēn|zhēng,to scout,偵察|偵察兵|偵察員
631,偶,U+5076,ou3,ǒu,accidental,人偶|人偶戲|人偶戏
632,偷,U+5077,tou1,tōu,to steal,不偷不搶|不偷不抢|不怕賊偷就怕賊惦記
633,偸,U+5078,tou1,tōu,variant of 偷[tou1],
634,偹,U+5079,bei4,bèi,,
635,偺,U+507A,za2|zan2|zan,zá|zán|zan,variant of 咱[zan2],
636,偻,U+507B,lou2|lv3,lóu|lǚ,hunchback,佝偻|佝偻病|偻㑩
637,偼,U+507C,jie2,jié,,
638,偽,U+507D,wei3|wei2|e2|gui4,wěi|wéi|é|guì,false,假冒偽劣|偽代碼|偽劣
639,偾,U+507E,fen4,fèn,to instigate,血脉偾张
640,偿,U+507F,chang2,cháng,to repay,代偿|偿付|偿债
641,傀,U+5080,gui1|kui3|kuai4,guī|kuǐ|kuài,grand,傀儡|傀儡戲|傀儡戏
642,傁,U+5081,sou3,sǒu,,
643,傂,U+5082,zhi4|si1,zhì|sī,,
644,傃,U+5083,su4,sù,,
645,傄,U+5084,xia1,xiā,,
646,傅,U+5085,fu4|fu1,fù|fū,surname Fu,傅作義|傅作义|傅會
647,傆,U+5086,yuan4|yuan2,yuàn|yuán,,
648,傇,U+5087,rong3,rǒng,,
649,傈,U+5088,li4,lì,used in 傈僳[Li4 su4],傈僳|傈僳族|怒江傈僳族自治州
650,傉,U+5089,nu4,nù,,
651,傊,U+508A,yun4,yùn,,
652,傋,U+508B,jiang3|gou4,jiǎng|gòu,,
653,傌,U+508C,ma4|ma3,mà|mǎ,(Chinese chess) horse; knight (on the red side),
654,傍,U+508D,bang4|pang2|beng1|peng2,bàng|páng|bēng|péng,near,依傍|依山傍水|偎傍
655,傎,U+508E,dian1,diān,inversion,
656,傏,U+508F,tang2,táng,,
657,傐,U+5090,hao4,hào,,
658,傑,U+5091,jie2,jié,(bound form) hero,人傑|人傑地靈|伯傑
659,傒,U+5092,xi1|xi4,xī|xì,(old) native of Jiangxi 江西[Jiang1 xi1],
660,傓,U+5093,shan4,shàn,old variant of 煽[shan1],
661,傔,U+5094,qian4|jian1,qiàn|jiān,servant,
662,傕,U+5095,jue2|que4,jué|què,surname Jue,
663,傖,U+5096,cang1|cheng2|chen,cāng|chéng|chen,low fellow,寒傖
664,傗,U+5097,chu4,chù,,
665,傘,U+5098,san3,sǎn,umbrella,低空跳傘|保護傘|傘下
666,備,U+5099,bei4,bèi,(bound form) to prepare; to equip,不備|乘人不備|以備不測
667,傚,U+509A,xiao4,xiào,to imitate (variant of 效[xiao4]),上行下傚|仿傚|傚仿
668,傛,U+509B,yong3|rong2,yǒng|róng,,
669,傜,U+509C,yao2,yáo,Yao tribe,
670,傝,U+509D,tan4|ta4,tàn|tà,,
671,傞,U+509E,suo1,suō,uneven,
672,傟,U+509F,yang3,yǎng,,
673,傠,U+50A0,fa2,fá,,
674,傡,U+50A1,bing4,bìng,,
675,傢,U+50A2,jia1|xiang4,jiā|xiàng,used in 傢伙|家伙[jia1 huo5] and 傢俱|家俱[jia1 ju4],傢伙|傢俱|傢具
676,傣,U+50A3,dai3,dǎi,Dai (ethnic group),元江哈尼族彝族傣族自治縣|元江哈尼族彝族傣族自治县|孟連傣族拉祜族佤族自治縣
677,傤,U+50A4,zai4,zài,load,
678,傥,U+50A5,tang3,tǎng,if,倜傥|风流倜傥
679,傦,U+50A6,gu3,gǔ,,
680,傧,U+50A7,bin1,bīn,best man,傧相|女傧相|男傧相
681,储,U+50A8,chu3,chǔ,surname Chu,仓储|个人储蓄|储值
682,傩,U+50A9,nuo2,nuó,to exorcise demons,傩戏|傩神
683,傪,U+50AA,can1|san3|can4|ca1|sen1,cān|sǎn|càn|cā|sēn,,
684,傫,U+50AB,lei3,lěi,,
685,催,U+50AC,cui1,cuī,to urge,三催四請|三催四请|催乳
686,傭,U+50AD,yong1|chong1|yong4,yōng|chōng|yòng,to hire,傭人|傭兵|傭婢
687,傮,U+50AE,zao1|cao2,zāo|cáo,"finish, to go around",
688,傯,U+50AF,zong3,zǒng,busy,倥傯|戎事倥傯
689,傰,U+50B0,beng1|peng2,bēng|péng,,
690,傱,U+50B1,song3|shuang3,sǒng|shuǎng,,
691,傲,U+50B2,ao4|ao2,ào|áo,proud,倨傲|傲人|傲嬌
692,傳,U+50B3,chuan2|zhuan4,chuán|zhuàn,to pass on,一傳十，十傳百|上傳|上海文廣新聞傳媒集團
693,傴,U+50B4,yu3,yǔ,hunchbacked,
694,債,U+50B5,zhai4,zhài,debt,三角債|中短債|了債
695,傶,U+50B6,zu2|qi1,zú|qī,,
696,傷,U+50B7,shang1,shāng,to injure,不傷脾胃|丘腦損傷|中傷
697,傸,U+50B8,chuang3,chuǎng,,
698,傹,U+50B9,jing4,jìng,,
699,傺,U+50BA,chi4,chì,to detain,
700,傻,U+50BB,sha3,shǎ,foolish,傻B|傻X|傻不愣登
701,傼,U+50BC,han4,hàn,,
702,傽,U+50BD,zhang1,zhāng,,
703,傾,U+50BE,qing1|qing3,qīng|qǐng,to overturn,一見傾心|不良傾向|傾佩
